,Confirmed Cases,Date,Country,Death
1/22/20,1.0,1/22/20,United States,0.0
1/23/20,0.0,1/23/20,United States,0.0
1/24/20,1.0,1/24/20,United States,0.0
1/25/20,0.0,1/25/20,United States,0.0
1/26/20,3.0,1/26/20,United States,0.0
1/27/20,0.0,1/27/20,United States,0.0
1/28/20,0.0,1/28/20,United States,0.0
1/29/20,1.0,1/29/20,United States,0.0
1/30/20,0.0,1/30/20,United States,0.0
1/31/20,2.0,1/31/20,United States,0.0
2/1/20,0.0,2/1/20,United States,0.0
2/2/20,0.0,2/2/20,United States,0.0
2/3/20,3.0,2/3/20,United States,0.0
2/4/20,0.0,2/4/20,United States,0.0
2/5/20,0.0,2/5/20,United States,0.0
2/6/20,1.0,2/6/20,United States,0.0
2/7/20,0.0,2/7/20,United States,0.0
2/8/20,0.0,2/8/20,United States,0.0
2/9/20,0.0,2/9/20,United States,0.0
2/10/20,0.0,2/10/20,United States,0.0
2/11/20,1.0,2/11/20,United States,0.0
2/12/20,0.0,2/12/20,United States,0.0
2/13/20,1.0,2/13/20,United States,0.0
2/14/20,0.0,2/14/20,United States,0.0
2/15/20,0.0,2/15/20,United States,0.0
2/16/20,0.0,2/16/20,United States,0.0
2/17/20,0.0,2/17/20,United States,0.0
2/18/20,0.0,2/18/20,United States,0.0
2/19/20,0.0,2/19/20,United States,0.0
2/20/20,0.0,2/20/20,United States,0.0
2/21/20,2.0,2/21/20,United States,0.0
2/22/20,0.0,2/22/20,United States,0.0
2/23/20,0.0,2/23/20,United States,0.0
2/24/20,0.0,2/24/20,United States,0.0
2/25/20,0.0,2/25/20,United States,0.0
2/26/20,0.0,2/26/20,United States,0.0
2/27/20,1.0,2/27/20,United States,0.0
2/28/20,0.0,2/28/20,United States,0.0
2/29/20,8.0,2/29/20,United States,1.0
3/1/20,7.0,3/1/20,United States,0.0
3/2/20,23.0,3/2/20,United States,5.0
3/3/20,19.0,3/3/20,United States,1.0
3/4/20,33.0,3/4/20,United States,4.0
3/5/20,77.0,3/5/20,United States,1.0
3/6/20,53.0,3/6/20,United States,2.0
3/7/20,166.0,3/7/20,United States,3.0
3/8/20,116.0,3/8/20,United States,4.0
3/9/20,75.0,3/9/20,United States,1.0
3/10/20,188.0,3/10/20,United States,6.0
3/11/20,365.0,3/11/20,United States,5.0
3/12/20,439.0,3/12/20,United States,10.0
3/13/20,633.0,3/13/20,United States,8.0
3/14/20,759.0,3/14/20,United States,7.0
3/15/20,234.0,3/15/20,United States,12.0
3/16/20,1467.0,3/16/20,United States,27.0
3/17/20,1833.0,3/17/20,United States,37.0
3/18/20,2657.0,3/18/20,United States,60.0
3/19/20,4494.0,3/19/20,United States,72.0
3/20/20,6367.0,3/20/20,United States,106.0
3/21/20,5995.0,3/21/20,United States,103.0
3/22/20,8919.0,3/22/20,United States,128.0
3/23/20,11152.0,3/23/20,United States,187.0
3/24/20,10618.0,3/24/20,United States,243.0
3/25/20,12127.0,3/25/20,United States,333.0
3/26/20,17821.0,3/26/20,United States,417.0
3/27/20,18591.0,3/27/20,United States,522.0
3/28/20,22164.0,3/28/20,United States,713.0
3/29/20,16127.0,3/29/20,United States,555.0
3/30/20,22154.0,3/30/20,United States,707.0
3/31/20,26381.0,3/31/20,United States,1079.0
4/1/20,32233.0,4/1/20,United States,1276.0
4/2/20,32230.0,4/2/20,United States,1511.0
4/3/20,32482.0,4/3/20,United States,1420.0
4/4/20,32176.0,4/4/20,United States,1606.0
4/5/20,29604.0,4/5/20,United States,1618.0
4/6/20,31858.0,4/6/20,United States,1733.0
4/7/20,30343.0,4/7/20,United States,2576.0
4/8/20,31148.0,4/8/20,United States,2151.0
4/9/20,36443.0,4/9/20,United States,2213.0
4/10/20,34347.0,4/10/20,United States,2186.0
4/11/20,29278.0,4/11/20,United States,2141.0
4/12/20,26872.0,4/12/20,United States,1889.0
4/13/20,26924.0,4/13/20,United States,1978.0
4/14/20,28395.0,4/14/20,United States,2475.0
4/15/20,25900.0,4/15/20,United States,2587.0
4/16/20,29956.0,4/16/20,United States,2189.0
4/17/20,33157.0,4/17/20,United States,2099.0
4/18/20,27994.0,4/18/20,United States,1944.0
4/19/20,25923.0,4/19/20,United States,1983.0
4/20/20,29680.0,4/20/20,United States,2245.0
4/21/20,26170.0,4/21/20,United States,2483.0
4/22/20,29419.0,4/22/20,United States,2457.0
4/23/20,32769.0,4/23/20,United States,2424.0
4/24/20,32151.0,4/24/20,United States,2169.0
4/25/20,30994.0,4/25/20,United States,1732.0
4/26/20,26547.0,4/26/20,United States,1406.0
4/27/20,23750.0,4/27/20,United States,1480.0
4/28/20,24690.0,4/28/20,United States,2241.0
4/29/20,26221.0,4/29/20,United States,2391.0
4/30/20,29241.0,4/30/20,United States,2192.0
5/1/20,35021.0,5/1/20,United States,1909.0
5/2/20,27824.0,5/2/20,United States,1741.0
5/3/20,24492.0,5/3/20,United States,1203.0
5/4/20,23713.0,5/4/20,United States,1358.0
5/5/20,24329.0,5/5/20,United States,2221.0
5/6/20,24263.0,5/6/20,United States,2319.0
5/7/20,27657.0,5/7/20,United States,1917.0
5/8/20,27272.0,5/8/20,United States,1772.0
5/9/20,24446.0,5/9/20,United States,1464.0
5/10/20,19148.0,5/10/20,United States,1001.0
5/11/20,19034.0,5/11/20,United States,1034.0
5/12/20,22843.0,5/12/20,United States,1591.0
5/13/20,20576.0,5/13/20,United States,1732.0
5/14/20,26532.0,5/14/20,United States,1781.0
5/15/20,24821.0,5/15/20,United States,1665.0
5/16/20,24233.0,5/16/20,United States,1198.0
5/17/20,18798.0,5/17/20,United States,831.0
5/18/20,22134.0,5/18/20,United States,1219.0
5/19/20,20760.0,5/19/20,United States,1445.0
5/20/20,22722.0,5/20/20,United States,1497.0
5/21/20,25806.0,5/21/20,United States,1194.0
5/22/20,23619.0,5/22/20,United States,1204.0
5/23/20,20979.0,5/23/20,United States,1074.0
5/24/20,20591.0,5/24/20,United States,641.0
5/25/20,18653.0,5/25/20,United States,597.0
5/26/20,18576.0,5/26/20,United States,656.0
5/27/20,19406.0,5/27/20,United States,1478.0
5/28/20,21646.0,5/28/20,United States,1089.0
5/29/20,24735.0,5/29/20,United States,1118.0
5/30/20,24084.0,5/30/20,United States,950.0
5/31/20,19454.0,5/31/20,United States,621.0
6/1/20,16965.0,6/1/20,United States,771.0
6/2/20,21283.0,6/2/20,United States,983.0
6/3/20,19771.0,6/3/20,United States,1009.0
6/4/20,21723.0,6/4/20,United States,1006.0
6/5/20,25001.0,6/5/20,United States,878.0
6/6/20,21298.0,6/6/20,United States,637.0
6/7/20,18413.0,6/7/20,United States,457.0
6/8/20,16504.0,6/8/20,United States,511.0
6/9/20,18092.0,6/9/20,United States,914.0
6/10/20,21068.0,6/10/20,United States,876.0
6/11/20,22382.0,6/11/20,United States,816.0
6/12/20,25326.0,6/12/20,United States,823.0
6/13/20,24972.0,6/13/20,United States,722.0
6/14/20,19420.0,6/14/20,United States,347.0
6/15/20,18522.0,6/15/20,United States,401.0
6/16/20,23839.0,6/16/20,United States,787.0
6/17/20,27389.0,6/17/20,United States,748.0
6/18/20,28315.0,6/18/20,United States,698.0
6/19/20,31697.0,6/19/20,United States,626.0
6/20/20,32613.0,6/20/20,United States,573.0
6/21/20,26189.0,6/21/20,United States,317.0
6/22/20,30973.0,6/22/20,United States,378.0
6/23/20,37222.0,6/23/20,United States,739.0
6/24/20,36231.0,6/24/20,United States,755.0
6/25/20,40368.0,6/25/20,United States,548.0
6/26/20,46210.0,6/26/20,United States,626.0
6/27/20,41737.0,6/27/20,United States,496.0
6/28/20,41862.0,6/28/20,United States,321.0
6/29/20,39641.0,6/29/20,United States,369.0
6/30/20,48312.0,6/30/20,United States,559.0
7/1/20,51566.0,7/1/20,United States,698.0
7/2/20,56347.0,7/2/20,United States,739.0
7/3/20,52620.0,7/3/20,United States,677.0
7/4/20,48946.0,7/4/20,United States,302.0
7/5/20,50435.0,7/5/20,United States,322.0
7/6/20,42801.0,7/6/20,United States,371.0
7/7/20,58857.0,7/7/20,United States,1142.0
7/8/20,59721.0,7/8/20,United States,841.0
7/9/20,60871.0,7/9/20,United States,1031.0
7/10/20,67773.0,7/10/20,United States,816.0
7/11/20,61368.0,7/11/20,United States,754.0
7/12/20,60684.0,7/12/20,United States,473.0
7/13/20,57559.0,7/13/20,United States,435.0
7/14/20,66438.0,7/14/20,United States,896.0
7/15/20,67957.0,7/15/20,United States,965.0
7/16/20,76023.0,7/16/20,United States,961.0
7/17/20,72240.0,7/17/20,United States,915.0
7/18/20,63797.0,7/18/20,United States,882.0
7/19/20,61447.0,7/19/20,United States,476.0
7/20/20,60207.0,7/20/20,United States,529.0
7/21/20,65579.0,7/21/20,United States,1096.0
7/22/20,70380.0,7/22/20,United States,1225.0
7/23/20,68251.0,7/23/20,United States,1086.0
7/24/20,74147.0,7/24/20,United States,1094.0
7/25/20,66995.0,7/25/20,United States,969.0
7/26/20,56153.0,7/26/20,United States,534.0
7/27/20,56166.0,7/27/20,United States,1100.0
7/28/20,63686.0,7/28/20,United States,1222.0
7/29/20,68372.0,7/29/20,United States,1440.0
7/30/20,67960.0,7/30/20,United States,1289.0
7/31/20,68469.0,7/31/20,United States,1183.0
8/1/20,59132.0,8/1/20,United States,1119.0
8/2/20,46007.0,8/2/20,United States,457.0
8/3/20,45279.0,8/3/20,United States,559.0
8/4/20,54971.0,8/4/20,United States,1255.0
8/5/20,55881.0,8/5/20,United States,1408.0
8/6/20,57230.0,8/6/20,United States,1181.0
8/7/20,61063.0,8/7/20,United States,1291.0
8/8/20,55176.0,8/8/20,United States,1087.0
8/9/20,48137.0,8/9/20,United States,572.0
8/10/20,45220.0,8/10/20,United States,517.0
8/11/20,52599.0,8/11/20,United States,1097.0
8/12/20,52802.0,8/12/20,United States,1515.0
8/13/20,51526.0,8/13/20,United States,1038.0
8/14/20,65072.0,8/14/20,United States,1309.0
8/15/20,49656.0,8/15/20,United States,1045.0
8/16/20,40104.0,8/16/20,United States,608.0
8/17/20,35662.0,8/17/20,United States,469.0
8/18/20,42904.0,8/18/20,United States,1223.0
8/19/20,44261.0,8/19/20,United States,1287.0
8/20/20,44589.0,8/20/20,United States,1107.0
8/21/20,48789.0,8/21/20,United States,1101.0
8/22/20,44404.0,8/22/20,United States,979.0
8/23/20,34564.0,8/23/20,United States,495.0
8/24/20,34874.0,8/24/20,United States,442.0
8/25/20,40927.0,8/25/20,United States,1234.0
8/26/20,43955.0,8/26/20,United States,1178.0
8/27/20,45986.0,8/27/20,United States,1115.0
8/28/20,46530.0,8/28/20,United States,941.0
8/29/20,44238.0,8/29/20,United States,983.0
8/30/20,34928.0,8/30/20,United States,449.0
8/31/20,32613.0,8/31/20,United States,494.0
9/1/20,42943.0,9/1/20,United States,1061.0
9/2/20,40641.0,9/2/20,United States,1052.0
9/3/20,44352.0,9/3/20,United States,1031.0
9/4/20,50688.0,9/4/20,United States,979.0
9/5/20,43508.0,9/5/20,United States,820.0
9/6/20,31050.0,9/6/20,United States,440.0
9/7/20,23898.0,9/7/20,United States,320.0
9/8/20,25690.0,9/8/20,United States,468.0
9/9/20,34536.0,9/9/20,United States,1105.0
9/10/20,35897.0,9/10/20,United States,924.0
9/11/20,48021.0,9/11/20,United States,1156.0
9/12/20,41688.0,9/12/20,United States,749.0
9/13/20,34533.0,9/13/20,United States,400.0
9/14/20,33165.0,9/14/20,United States,423.0
9/15/20,39543.0,9/15/20,United States,1202.0
9/16/20,38874.0,9/16/20,United States,955.0
9/17/20,45250.0,9/17/20,United States,866.0
9/18/20,49223.0,9/18/20,United States,960.0
9/19/20,42738.0,9/19/20,United States,711.0
9/20/20,38917.0,9/20/20,United States,270.0
9/21/20,50594.0,9/21/20,United States,413.0
9/22/20,40160.0,9/22/20,United States,1035.0
9/23/20,38852.0,9/23/20,United States,1065.0
9/24/20,47475.0,9/24/20,United States,907.0
9/25/20,48547.0,9/25/20,United States,915.0
9/26/20,44930.0,9/26/20,United States,783.0
9/27/20,38154.0,9/27/20,United States,312.0
9/28/20,32449.0,9/28/20,United States,341.0
9/29/20,43514.0,9/29/20,United States,902.0
9/30/20,39079.0,9/30/20,United States,932.0
10/1/20,46094.0,10/1/20,United States,916.0
10/2/20,55131.0,10/2/20,United States,841.0
10/3/20,50659.0,10/3/20,United States,686.0
10/4/20,34632.0,10/4/20,United States,369.0
10/5/20,38229.0,10/5/20,United States,482.0
10/6/20,45219.0,10/6/20,United States,701.0
10/7/20,51217.0,10/7/20,United States,919.0
10/8/20,58915.0,10/8/20,United States,982.0
10/9/20,56750.0,10/9/20,United States,973.0
10/10/20,55739.0,10/10/20,United States,660.0
10/11/20,46831.0,10/11/20,United States,467.0
10/12/20,41732.0,10/12/20,United States,398.0
10/13/20,51091.0,10/13/20,United States,777.0
10/14/20,59302.0,10/14/20,United States,999.0
10/15/20,65115.0,10/15/20,United States,845.0
10/16/20,69121.0,10/16/20,United States,943.0
10/17/20,57692.0,10/17/20,United States,820.0
10/18/20,50988.0,10/18/20,United States,463.0
10/19/20,66738.0,10/19/20,United States,490.0
10/20/20,61695.0,10/20/20,United States,937.0
10/21/20,63321.0,10/21/20,United States,1174.0
10/22/20,76225.0,10/22/20,United States,857.0
10/23/20,82478.0,10/23/20,United States,950.0
10/24/20,83727.0,10/24/20,United States,963.0
10/25/20,62667.0,10/25/20,United States,458.0
10/26/20,65976.0,10/26/20,United States,522.0
10/27/20,77161.0,10/27/20,United States,1011.0
10/28/20,79268.0,10/28/20,United States,1034.0
10/29/20,91217.0,10/29/20,United States,1003.0
10/30/20,100090.0,10/30/20,United States,1064.0
10/31/20,90735.0,10/31/20,United States,931.0
11/1/20,105645.0,11/1/20,United States,503.0
11/2/20,83334.0,11/2/20,United States,557.0
11/3/20,127834.0,11/3/20,United States,1597.0
11/4/20,104177.0,11/4/20,United States,1120.0
11/5/20,130017.0,11/5/20,United States,1165.0
11/6/20,127812.0,11/6/20,United States,1214.0
11/7/20,132126.0,11/7/20,United States,1117.0
11/8/20,115356.0,11/8/20,United States,563.0
11/9/20,118048.0,11/9/20,United States,759.0
11/10/20,140270.0,11/10/20,United States,1416.0
11/11/20,149487.0,11/11/20,United States,1443.0
11/12/20,161766.0,11/12/20,United States,1204.0
11/13/20,181126.0,11/13/20,United States,1200.0
11/14/20,172285.0,11/14/20,United States,1373.0
11/15/20,137912.0,11/15/20,United States,788.0
11/16/20,159179.0,11/16/20,United States,814.0
11/17/20,164164.0,11/17/20,United States,1709.0
11/18/20,173413.0,11/18/20,United States,1942.0
11/19/20,191900.0,11/19/20,United States,2042.0
11/20/20,201436.0,11/20/20,United States,1949.0
11/21/20,182036.0,11/21/20,United States,1638.0
11/22/20,146652.0,11/22/20,United States,1061.0
11/23/20,171950.0,11/23/20,United States,1073.0
11/24/20,177235.0,11/24/20,United States,2136.0
11/25/20,184894.0,11/25/20,United States,2253.0
11/26/20,118387.0,11/26/20,United States,1403.0
11/27/20,203024.0,11/27/20,United States,1552.0
11/28/20,158757.0,11/28/20,United States,1358.0
11/29/20,140844.0,11/29/20,United States,1051.0
11/30/20,155683.0,11/30/20,United States,1312.0
12/1/20,194037.0,12/1/20,United States,2552.0
12/2/20,204500.0,12/2/20,United States,2830.0
12/3/20,224160.0,12/3/20,United States,2969.0
12/4/20,235315.0,12/4/20,United States,2612.0
12/5/20,221910.0,12/5/20,United States,2390.0
12/6/20,179218.0,12/6/20,United States,1403.0
12/7/20,190150.0,12/7/20,United States,1559.0
12/8/20,230949.0,12/8/20,United States,2583.0
12/9/20,221137.0,12/9/20,United States,3181.0
12/10/20,234676.0,12/10/20,United States,2986.0
12/11/20,240257.0,12/11/20,United States,3381.0
12/12/20,222166.0,12/12/20,United States,2533.0
12/13/20,186705.0,12/13/20,United States,1659.0
12/14/20,200631.0,12/14/20,United States,1649.0
12/15/20,222052.0,12/15/20,United States,2987.0
12/16/20,240691.0,12/16/20,United States,3733.0
12/17/20,237229.0,12/17/20,United States,3450.0
12/18/20,248961.0,12/18/20,United States,2942.0
12/19/20,202571.0,12/19/20,United States,2754.0
12/20/20,185349.0,12/20/20,United States,1769.0
12/21/20,189717.0,12/21/20,United States,1797.0
12/22/20,201973.0,12/22/20,United States,3298.0
12/23/20,225783.0,12/23/20,United States,3379.0
12/24/20,204888.0,12/24/20,United States,2922.0
12/25/20,108685.0,12/25/20,United States,1505.0
12/26/20,218995.0,12/26/20,United States,1913.0
12/27/20,154995.0,12/27/20,United States,1438.0
12/28/20,166685.0,12/28/20,United States,1877.0
12/29/20,201696.0,12/29/20,United States,3616.0
12/30/20,222927.0,12/30/20,United States,3933.0
12/31/20,258109.0,12/31/20,United States,3327.0
1/1/21,166255.0,1/1/21,United States,2194.0
1/2/21,295882.0,1/2/21,United States,2599.0
1/3/21,203652.0,1/3/21,United States,1437.0
1/4/21,181660.0,1/4/21,United States,1980.0
1/5/21,231261.0,1/5/21,United States,3604.0
1/6/21,256866.0,1/6/21,United States,3924.0
1/7/21,288641.0,1/7/21,United States,4028.0
1/8/21,303492.0,1/8/21,United States,4189.0
1/9/21,259543.0,1/9/21,United States,3256.0
1/10/21,213378.0,1/10/21,United States,2104.0
1/11/21,210848.0,1/11/21,United States,1836.0
1/12/21,218908.0,1/12/21,United States,4389.0
1/13/21,229845.0,1/13/21,United States,4018.0
1/14/21,238038.0,1/14/21,United States,3792.0
1/15/21,247026.0,1/15/21,United States,3812.0
1/16/21,208632.0,1/16/21,United States,3577.0
1/17/21,176588.0,1/17/21,United States,1991.0
1/18/21,141071.0,1/18/21,United States,1565.0
1/19/21,164286.0,1/19/21,United States,2401.0
1/20/21,185392.0,1/20/21,United States,4442.0
1/21/21,192327.0,1/21/21,United States,4137.0
1/22/21,189528.0,1/22/21,United States,3777.0
1/23/21,174864.0,1/23/21,United States,3556.0
1/24/21,137833.0,1/24/21,United States,1858.0
1/25/21,142118.0,1/25/21,United States,1770.0
1/26/21,144784.0,1/26/21,United States,3982.0
1/27/21,155137.0,1/27/21,United States,4128.0
1/28/21,167434.0,1/28/21,United States,3850.0
1/29/21,165847.0,1/29/21,United States,3599.0
1/30/21,145685.0,1/30/21,United States,2901.0
1/31/21,115429.0,1/31/21,United States,1957.0
2/1/21,129368.0,2/1/21,United States,1777.0
2/2/21,113873.0,2/2/21,United States,3533.0
2/3/21,123113.0,2/3/21,United States,3917.0
2/4/21,123928.0,2/4/21,United States,3884.0
2/5/21,131662.0,2/5/21,United States,3674.0
2/6/21,110954.0,2/6/21,United States,2737.0
2/7/21,91883.0,2/7/21,United States,1477.0
2/8/21,85009.0,2/8/21,United States,1451.0
2/9/21,94595.0,2/9/21,United States,3065.0
2/10/21,95832.0,2/10/21,United States,3407.0
2/11/21,106303.0,2/11/21,United States,3191.0
2/12/21,100031.0,2/12/21,United States,2884.0
2/13/21,88854.0,2/13/21,United States,2296.0
2/14/21,66349.0,2/14/21,United States,1198.0
2/15/21,54643.0,2/15/21,United States,949.0
2/16/21,58603.0,2/16/21,United States,1644.0
2/17/21,70069.0,2/17/21,United States,2446.0
2/18/21,71356.0,2/18/21,United States,2607.0
2/19/21,78186.0,2/19/21,United States,2535.0
2/20/21,73407.0,2/20/21,United States,1933.0
2/21/21,57896.0,2/21/21,United States,1227.0
2/22/21,54838.0,2/22/21,United States,1201.0
2/23/21,72016.0,2/23/21,United States,2276.0
2/24/21,75012.0,2/24/21,United States,3264.0
2/25/21,78057.0,2/25/21,United States,2430.0
2/26/21,78735.0,2/26/21,United States,2155.0
2/27/21,66066.0,2/27/21,United States,1521.0
2/28/21,51867.0,2/28/21,United States,1107.0
3/1/21,54489.0,3/1/21,United States,1319.0
3/2/21,57067.0,3/2/21,United States,1933.0
3/3/21,67149.0,3/3/21,United States,2581.0
3/4/21,68532.0,3/4/21,United States,1952.0
3/5/21,66865.0,3/5/21,United States,1723.0
3/6/21,59295.0,3/6/21,United States,1531.0
3/7/21,42066.0,3/7/21,United States,711.0
3/8/21,44312.0,3/8/21,United States,705.0
3/9/21,55806.0,3/9/21,United States,1784.0
3/10/21,58231.0,3/10/21,United States,1572.0
3/11/21,62891.0,3/11/21,United States,1574.0
3/12/21,62073.0,3/12/21,United States,1431.0
3/13/21,53592.0,3/13/21,United States,997.0
3/14/21,38852.0,3/14/21,United States,532.0
3/15/21,54768.0,3/15/21,United States,700.0
3/16/21,54381.0,3/16/21,United States,1261.0
3/17/21,59487.0,3/17/21,United States,1217.0
3/18/21,60525.0,3/18/21,United States,1648.0
3/19/21,62065.0,3/19/21,United States,1046.0
3/20/21,57022.0,3/20/21,United States,773.0
3/21/21,34978.0,3/21/21,United States,790.0
3/22/21,49481.0,3/22/21,United States,533.0
3/23/21,53299.0,3/23/21,United States,945.0
3/24/21,87121.0,3/24/21,United States,1535.0
3/25/21,67976.0,3/25/21,United States,1358.0
3/26/21,77545.0,3/26/21,United States,1168.0
3/27/21,62223.0,3/27/21,United States,814.0
3/28/21,46354.0,3/28/21,United States,450.0
3/29/21,67298.0,3/29/21,United States,654.0
3/30/21,61437.0,3/30/21,United States,925.0
3/31/21,66972.0,3/31/21,United States,1101.0
4/1/21,79189.0,4/1/21,United States,1123.0
4/2/21,71849.0,4/2/21,United States,901.0
4/3/21,64247.0,4/3/21,United States,771.0
4/4/21,36354.0,4/4/21,United States,289.0
4/5/21,73448.0,4/5/21,United States,471.0
4/6/21,61144.0,4/6/21,United States,864.0
4/7/21,74990.0,4/7/21,United States,2594.0
4/8/21,80253.0,4/8/21,United States,1043.0
4/9/21,84337.0,4/9/21,United States,910.0
4/10/21,69294.0,4/10/21,United States,724.0
4/11/21,46443.0,4/11/21,United States,285.0
4/12/21,66959.0,4/12/21,United States,452.0
4/13/21,79144.0,4/13/21,United States,877.0
4/14/21,75316.0,4/14/21,United States,936.0
4/15/21,73910.0,4/15/21,United States,905.0
4/16/21,80378.0,4/16/21,United States,861.0
4/17/21,54162.0,4/17/21,United States,708.0
4/18/21,42884.0,4/18/21,United States,329.0
4/19/21,66173.0,4/19/21,United States,504.0
4/20/21,60920.0,4/20/21,United States,847.0
4/21/21,63824.0,4/21/21,United States,889.0
4/22/21,66990.0,4/22/21,United States,945.0
4/23/21,62379.0,4/23/21,United States,762.0
4/24/21,54193.0,4/24/21,United States,764.0
4/25/21,33974.0,4/25/21,United States,294.0
4/26/21,45660.0,4/26/21,United States,473.0
4/27/21,50734.0,4/27/21,United States,676.0
4/28/21,55094.0,4/28/21,United States,994.0
4/29/21,58914.0,4/29/21,United States,893.0
4/30/21,58160.0,4/30/21,United States,808.0
5/1/21,46660.0,5/1/21,United States,745.0
5/2/21,30061.0,5/2/21,United States,321.0
5/3/21,48770.0,5/3/21,United States,473.0
5/4/21,40800.0,5/4/21,United States,912.0
5/5/21,45702.0,5/5/21,United States,813.0
5/6/21,46955.0,5/6/21,United States,827.0
5/7/21,48107.0,5/7/21,United States,824.0
5/8/21,34519.0,5/8/21,United States,635.0
5/9/21,22100.0,5/9/21,United States,239.0
5/10/21,35152.0,5/10/21,United States,399.0
5/11/21,34063.0,5/11/21,United States,700.0
5/12/21,36193.0,5/12/21,United States,798.0
5/13/21,38529.0,5/13/21,United States,790.0
5/14/21,41864.0,5/14/21,United States,632.0
5/15/21,29609.0,5/15/21,United States,529.0
5/16/21,17442.0,5/16/21,United States,264.0
5/17/21,27769.0,5/17/21,United States,394.0
5/18/21,27797.0,5/18/21,United States,780.0
5/19/21,29507.0,5/19/21,United States,684.0
5/20/21,29844.0,5/20/21,United States,684.0
5/21/21,28551.0,5/21/21,United States,635.0
5/22/21,20574.0,5/22/21,United States,484.0
5/23/21,13472.0,5/23/21,United States,190.0
5/24/21,24443.0,5/24/21,United States,438.0
5/25/21,23090.0,5/25/21,United States,647.0
5/26/21,24533.0,5/26/21,United States,977.0
5/27/21,27149.0,5/27/21,United States,1355.0
5/28/21,21923.0,5/28/21,United States,540.0
5/29/21,12618.0,5/29/21,United States,350.0
5/30/21,6972.0,5/30/21,United States,129.0
5/31/21,6015.0,5/31/21,United States,158.0
6/1/21,21796.0,6/1/21,United States,663.0
6/2/21,17196.0,6/2/21,United States,564.0
6/3/21,19105.0,6/3/21,United States,639.0
6/4/21,17134.0,6/4/21,United States,527.0
6/5/21,14606.0,6/5/21,United States,581.0
6/6/21,5751.0,6/6/21,United States,157.0
6/7/21,14901.0,6/7/21,United States,313.0
6/8/21,13082.0,6/8/21,United States,331.0
6/9/21,18989.0,6/9/21,United States,480.0
6/10/21,14364.0,6/10/21,United States,418.0
6/11/21,24835.0,6/11/21,United States,539.0
6/12/21,8764.0,6/12/21,United States,276.0
6/13/21,5264.0,6/13/21,United States,104.0
6/14/21,12144.0,6/14/21,United States,180.0
6/15/21,10898.0,6/15/21,United States,334.0
6/16/21,12575.0,6/16/21,United States,383.0
6/17/21,10623.0,6/17/21,United States,317.0
6/18/21,21365.0,6/18/21,United States,614.0
6/19/21,8508.0,6/19/21,United States,175.0
6/20/21,4502.0,6/20/21,United States,70.0
6/21/21,11591.0,6/21/21,United States,265.0
6/22/21,10865.0,6/22/21,United States,351.0
6/23/21,13157.0,6/23/21,United States,399.0
6/24/21,13662.0,6/24/21,United States,340.0
6/25/21,24334.0,6/25/21,United States,523.0
6/26/21,8713.0,6/26/21,United States,157.0
6/27/21,4312.0,6/27/21,United States,70.0
6/28/21,14536.0,6/28/21,United States,152.0
6/29/21,6783.0,6/29/21,United States,337.0
6/30/21,16323.0,6/30/21,United States,295.0
7/1/21,14378.0,7/1/21,United States,286.0
7/2/21,29379.0,7/2/21,United States,435.0
7/3/21,4713.0,7/3/21,United States,82.0
7/4/21,3824.0,7/4/21,United States,38.0
7/5/21,8835.0,7/5/21,United States,122.0
7/6/21,23411.0,7/6/21,United States,313.0
7/7/21,22634.0,7/7/21,United States,321.0
7/8/21,19029.0,7/8/21,United States,248.0
7/9/21,47489.0,7/9/21,United States,462.0
7/10/21,8420.0,7/10/21,United States,83.0
7/11/21,11153.0,7/11/21,United States,109.0
7/12/21,33615.0,7/12/21,United States,239.0
7/13/21,26392.0,7/13/21,United States,359.0
7/14/21,33170.0,7/14/21,United States,332.0
7/15/21,29907.0,7/15/21,United States,326.0
7/16/21,77479.0,7/16/21,United States,358.0
7/17/21,11886.0,7/17/21,United States,67.0
7/18/21,19975.0,7/18/21,United States,173.0
7/19/21,52121.0,7/19/21,United States,200.0
7/20/21,40572.0,7/20/21,United States,292.0
7/21/21,50585.0,7/21/21,United States,352.0
7/22/21,54667.0,7/22/21,United States,294.0
7/23/21,119396.0,7/23/21,United States,560.0
7/24/21,25181.0,7/24/21,United States,119.0
7/25/21,25635.0,7/25/21,United States,85.0
7/26/21,86523.0,7/26/21,United States,265.0
7/27/21,68736.0,7/27/21,United States,449.0
7/28/21,69430.0,7/28/21,United States,381.0
7/29/21,79287.0,7/29/21,United States,327.0
7/30/21,188072.0,7/30/21,United States,873.0
7/31/21,32660.0,7/31/21,United States,153.0
8/1/21,42933.0,8/1/21,United States,213.0
8/2/21,120217.0,8/2/21,United States,361.0
8/3/21,103190.0,8/3/21,United States,584.0
8/4/21,96669.0,8/4/21,United States,533.0
8/5/21,110910.0,8/5/21,United States,504.0
8/6/21,255292.0,8/6/21,United States,1154.0
8/7/21,49081.0,8/7/21,United States,248.0
8/8/21,27877.0,8/8/21,United States,114.0
8/9/21,179736.0,8/9/21,United States,506.0
8/10/21,121204.0,8/10/21,United States,865.0
8/11/21,156255.0,8/11/21,United States,779.0
8/12/21,142194.0,8/12/21,United States,1012.0
8/13/21,229844.0,8/13/21,United States,1056.0
8/14/21,49432.0,8/14/21,United States,254.0
8/15/21,42065.0,8/15/21,United States,176.0
8/16/21,219428.0,8/16/21,United States,1053.0
8/17/21,152800.0,8/17/21,United States,1027.0
